source,target,prob
Iceland,Mexico,2.313904250642108e-05
Mexico,Iceland,3.131949011870087e-05
Iceland,Morocco,4.627808501284217e-05
Morocco,Iceland,0.00016993797263998648
Iceland,Netherlands,0.03548372168359673
Netherlands,Iceland,0.005019656365487284
Iceland,Norway,0.03718444130781868
Norway,Iceland,0.019305970194080865
Iceland,Poland,0.024909179258162297
Poland,Iceland,0.006833402101120386
Iceland,Portugal,0.0009139921790036326
Portugal,Iceland,0.00024094180797852878
Iceland,Qatar,9.255617002568431e-05
Qatar,Iceland,5.3286441265020133e-05
Iceland,Romania,0.0002892380313302635
Romania,Iceland,0.00022311866342995863
Iceland,Russia,0.0027651155795173194
Russia,Iceland,0.0006693215487932606
Iceland,Saint Pierre and Miquelon,2.313904250642108e-05
Saint Pierre and Miquelon,Iceland,0.011235955056179775
Iceland,Saudi Arabia,0.000277668510077053
Saudi Arabia,Iceland,0.00030634126416828356
Iceland,Senegal,6.941712751926323e-05
Senegal,Iceland,0.000409864061752852
Iceland,Serbia,5.784760626605271e-05
Serbia,Iceland,0.00019183548189073053
Iceland,Slovakia,0.00025452946757063187
Slovakia,Iceland,0.0009017502151903923
Iceland,Slovenia,0.0006247541476733691
Slovenia,Iceland,0.0033122738146353446
Iceland,Spain,0.023069625378901816
Spain,Iceland,0.0022541006771345565
Iceland,Sweden,0.030127033343360247
Sweden,Iceland,0.008331493621800103
Iceland,Switzerland,0.017886479857463493
Switzerland,Iceland,0.0029228875709216163
Iceland,Turkey,0.0002660989888238424
Turkey,Iceland,0.00011934288768277623
Iceland,Ukraine,9.255617002568434e-05
Ukraine,Iceland,0.00014665713395295972
Iceland,United Arab Emirates,0.00025452946757063187
United Arab Emirates,Iceland,5.705468172564477e-05
Iceland,United Kingdom,0.20193442395353678
United Kingdom,Iceland,0.009263559246920513
Iceland,United States,0.24230048360598838
United States,Iceland,0.01691968501901375
India,Argentina,9.693679720822025e-06
Argentina,India,4.158955270436065e-05
India,Azerbaijan,9.693679720822025e-06
Azerbaijan,India,0.009049773755656111
India,Brunei,3.877471888328811e-05
Brunei,India,0.0006341154090044391
India,Guernsey,9.693679720822025e-06
Guernsey,India,0.00017721070352649305
India,Indonesia,0.002452500969367972
Indonesia,India,0.01509636613163076
India,Iran,9.693679720822025e-06
Iran,India,0.001806684733514002
India,Ireland,0.0002956572314850718
Ireland,India,0.00016880859872258936
India,Israel,0.003329778984102366
Israel,India,0.00578877298235562
India,Italy,0.013643854207056999
Italy,India,0.002812376053142418
India,Japan,0.0058646762310973245
Japan,India,0.005426860718049918
India,Kazakhstan,0.004793524621946491
Kazakhstan,India,0.0455739366849454
India,Kuwait,0.0003198914307871268
Kuwait,India,0.18032786885245905
India,Kyrgyzstan,0.0003101977510663048
Kyrgyzstan,India,0.02209181912323092
India,Latvia,4.846839860411013e-05
Latvia,India,0.00012170484141859165
India,Lebanon,0.0013522683210546727
Lebanon,India,0.01011822731558715
India,Lithuania,9.693679720822025e-06
Lithuania,India,5.3986935161690884e-05
India,Luxembourg,0.0006785575804575417
Luxembourg,India,0.0018792703061868263
India,Macau,0.0005719271035284994
Macau,India,0.004769411098985489
India,Malaysia,0.06845676618844512
Malaysia,India,0.10273419599799243
India,Maldives,0.00041682822799534705
Maldives,India,0.02203997949769349
India,Mali,2.4234199302055066e-05
Mali,India,0.00634517766497462
India,Malta,2.908103916246607e-05
Malta,India,0.00010935933655335817
India,Mexico,0.0001211709965102753
Mexico,India,0.00039149362648376084
India,Morocco,5.8162078324932155e-05
Morocco,India,0.0005098139179199595
India,Nepal,0.011215587436991081
Nepal,India,0.2751486325802616
India,Netherlands,0.015737689026754556
Netherlands,India,0.005314256347811283
India,New Zealand,0.00028111671190383876
New Zealand,India,0.000858712227766016
India,Norway,2.908103916246607e-05
Norway,India,3.6041014674699806e-05
India,Oman,0.00014540519581233036
Oman,India,0.35714285714285715
India,Philippines,0.0014976735168670027
Philippines,India,0.0031161444519518765
India,Poland,0.0006737107405971308
Poland,India,0.0004411718030913765
India,Portugal,5.331523846452113e-05
Portugal,India,3.3548859338782484e-05
India,Qatar,0.06327549437766575
Qatar,India,0.0869568113393547
India,Romania,0.00011632415664986431
Romania,India,0.0002141939168927603
India,Russia,0.014472663823187282
Russia,India,0.008362318597057222
India,Saudi Arabia,0.03364191547111284
Saudi Arabia,India,0.08859644644133567
India,Senegal,0.0011390073671965878
Senegal,India,0.01605300908532004
India,Serbia,1.9387359441644054e-05
Serbia,India,0.00015346838551258442
India,Singapore,0.02826677006591703
Singapore,India,0.08717619097445403
India,Slovakia,3.87747188832881e-05
Slovakia,India,0.0003279091691601427
India,South Africa,0.004323381155486623
South Africa,India,0.024714618197938607
India,South Korea,0.008942419542458318
South Korea,India,0.00895787613369327
India,Spain,0.0023991857309034513
Spain,India,0.0005595686234611863
India,Sri Lanka,0.025402287708414115
Sri Lanka,India,0.34600911071499324
India,Sweden,0.002835401318340442
Sweden,India,0.0018717065164182256
India,Switzerland,0.01038193098100039
Switzerland,India,0.004049692869931502
India,Taiwan,0.006441450174486236
Taiwan,India,0.006177487728692547
India,Tajikistan,9.693679720822025e-06
Tajikistan,India,0.013698630136986302
India,Thailand,0.0547935246219465
Thailand,India,0.10674560459275209
India,Tunisia,4.846839860411013e-05
Tunisia,India,0.0007420599584446431
India,Turkey,0.011045948041876696
Turkey,India,0.011825323523002047
India,Ukraine,0.00011147731678945332
Ukraine,India,0.00042163926011475923
India,United Arab Emirates,0.31386680884063595
United Arab Emirates,India,0.1679404556594354
India,United Kingdom,0.0691401706087631
United Kingdom,India,0.007571025132194404
India,United States,0.03152869329197363
United States,India,0.005255338349266313
India,Uzbekistan,0.0002762698720434277
Uzbekistan,India,0.015877437325905294
Indonesia,Argentina,0.00011933886270063845
Argentina,Indonesia,8.317910540872131e-05
Indonesia,Bulgaria,0.00011933886270063845
Bulgaria,Indonesia,6.435731179508637e-05
Indonesia,Ireland,0.0009845456172802671
Ireland,Indonesia,9.132268455484342e-05
Indonesia,Israel,0.00020884300972611727
Israel,Indonesia,5.8983130824584185e-05
Indonesia,Italy,0.0034608270183185148
Italy,Indonesia,0.00011589187288260054
Indonesia,Japan,0.050092487618592973
Japan,Indonesia,0.007530329872401497
Indonesia,Kazakhstan,8.950414702547883e-05
Kazakhstan,Indonesia,0.00013824247730519334
Indonesia,Lebanon,0.00011933886270063845
Lebanon,Indonesia,0.00014506419090447528
Indonesia,Luxembourg,0.0002386777254012769
Luxembourg,Indonesia,0.00010738687463924724
Indonesia,Macau,0.0017900829405095766
Macau,Indonesia,0.0024251242876197404
Indonesia,Malaysia,0.3837042782982277
Malaysia,Indonesia,0.0935474720143147
Indonesia,Maldives,0.0014619010680828207
Maldives,Indonesia,0.012557662737057917
Indonesia,Nepal,0.0003580165881019153
Nepal,Indonesia,0.0014268727705112965
Indonesia,Netherlands,0.016677606062414217
Netherlands,Indonesia,0.0009148966117728695
Indonesia,New Zealand,0.004415537919923622
New Zealand,Indonesia,0.0021911967191270755
Indonesia,Norway,0.00020884300972611727
Norway,Indonesia,4.2047850453816446e-05
Indonesia,Philippines,0.060564472820574
Philippines,Indonesia,0.020471758050039836
Indonesia,Qatar,0.033922071722656474
Qatar,Indonesia,0.0075733354647909866
Indonesia,Russia,0.0016707440778089377
Russia,Indonesia,0.00015682848005197733
Indonesia,Saudi Arabia,0.01148636553493645
Saudi Arabia,Indonesia,0.004914224446032882
Indonesia,Senegal,0.00020884300972611727
Senegal,Indonesia,0.00047817473871166074
Indonesia,Singapore,0.03204248463512142
Singapore,Indonesia,0.016054051630069205
Indonesia,Slovakia,5.966943135031921e-05
Slovakia,Indonesia,8.197729229003567e-05
Indonesia,South Africa,0.0006265290291783517
South Africa,Indonesia,0.0005818463925523663
Indonesia,South Korea,0.03684587385882211
South Korea,Indonesia,0.0059961935095453585
Indonesia,Spain,0.0011038844799809056
Spain,Indonesia,4.182634155164423e-05
Indonesia,Sri Lanka,0.0063547944388089965
Sri Lanka,Indonesia,0.014062190532778776
Indonesia,Sweden,0.0009845456172802671
Sweden,Indonesia,0.00010558344451589991
Indonesia,Switzerland,0.0016409093621337783
Switzerland,Indonesia,0.00010398371047910019
Indonesia,Taiwan,0.05054000835372037
Taiwan,Indonesia,0.007874088948386135
Indonesia,Thailand,0.0047437197923503776
Thailand,Indonesia,0.0015013313693275174
Indonesia,Tunisia,5.966943135031921e-05
Tunisia,Indonesia,0.00014841199168892858
Indonesia,Turkey,0.008741571692821765
Turkey,Indonesia,0.0015203246126544974
Indonesia,United Arab Emirates,0.05006265290291782
United Arab Emirates,Indonesia,0.00435171617889236
Indonesia,United Kingdom,0.011516200250611607
United Kingdom,Indonesia,0.0002048661549966379
Indonesia,United States,0.024583805716331515
United States,Indonesia,0.0006657031206449566
Iran,Qatar,0.01716350496838302
Qatar,Iran,0.00012655529800442283
Iran,Russia,0.001806684733514002
Russia,Iran,5.601017144713478e-06
Iran,Turkey,0.008130081300813007
Turkey,Iran,4.66993908323907e-05
Iran,United Arab Emirates,0.9620596205962059
United Arab Emirates,Iran,0.0027619652744459854
Iraq,India,1.0
India,Iraq,9.693679720822025e-06
Ireland,Algeria,5.534708154838996e-06
Algeria,Ireland,7.50581700818134e-05
Ireland,Bahamas,5.534708154838996e-06
Bahamas,Ireland,0.0008206811653672548
Ireland,Isle of Man,0.0049341923200389645
Isle of Man,Ireland,0.20342270393610953
Ireland,Israel,0.0004427766523871196
Israel,Ireland,0.001348185847419067
Ireland,Italy,0.03777715051085357
Italy,Ireland,0.013638275488968794
Ireland,Japan,2.2138832619355986e-05
Japan,Ireland,3.5880070863139957e-05
Ireland,Jersey,0.0010654313198065063
Jersey,Ireland,0.024814695456010307
Ireland,Jordan,5.534708154838996e-06
Jordan,Ireland,0.00035229874933943975
Ireland,Kuwait,5.534708154838996e-06
Kuwait,Ireland,0.005464480874316941
Ireland,Latvia,0.003412147577458241
Latvia,Ireland,0.015006206946912347
Ireland,Lebanon,3.320824892903398e-05
Lebanon,Ireland,0.00043519257271342583
Ireland,Lithuania,0.002781190847806595
Lithuania,Ireland,0.02712843491874967
Ireland,Luxembourg,0.0031547836482582275
Luxembourg,Ireland,0.015302629636092729
Ireland,Macau,6.641649785806793e-05
Macau,Ireland,0.000970049715047896
Ireland,Malaysia,6.088178970322896e-05
Malaysia,Ireland,0.00016002211214640572
Ireland,Maldives,1.1069416309677991e-05
Maldives,Ireland,0.0010251153254741156
Ireland,Malta,0.001729596298387186
Malta,Ireland,0.011391597557641478
Ireland,Mexico,2.7673540774194976e-05
Mexico,Ireland,0.00015659745059350434
Ireland,Moldova,5.534708154838996e-06
Moldova,Ireland,0.03571428571428571
Ireland,Morocco,1.1069416309677993e-05
Morocco,Ireland,0.00016993797263998648
Ireland,Netherlands,0.04345852843179579
Netherlands,Ireland,0.025702211791200615
Ireland,Norway,0.0038217159809163263
Norway,Ireland,0.008295440210960073
Ireland,Philippines,0.00014666976610323338
Philippines,Ireland,0.0005344843234739465
Ireland,Poland,0.020677669666478486
Poland,Ireland,0.02371536483955946
Ireland,Portugal,0.031273868428917745
Portugal,Ireland,0.03446687812614372
Ireland,Puerto Rico,5.534708154838996e-06
Puerto Rico,Ireland,9.443762394938144e-05
Ireland,Qatar,0.0033540331418324314
Qatar,Ireland,0.00807289585165055
Ireland,Romania,0.0028143990967356295
Romania,Ireland,0.009076467228330718
Ireland,Russia,0.0022886018220259247
Russia,Ireland,0.0023160205893390227
Ireland,Saint Lucia,8.302062232258495e-06
Saint Lucia,Ireland,0.0013198416190057193
Ireland,Saint Vincent and the Grenadines,8.302062232258495e-06
Saint Vincent and the Grenadines,Ireland,0.001212121212121212
Ireland,Saudi Arabia,0.00021862097211614034
Saudi Arabia,Ireland,0.0010083733278872667
Ireland,Senegal,6.918385193548744e-05
Senegal,Ireland,0.0017077669239702166
Ireland,Serbia,1.9371478541936486e-05
Serbia,Ireland,0.00026856967464702273
Ireland,Slovakia,0.003287616643974363
Slovakia,Ireland,0.04869451162028118
Ireland,Slovenia,3.8742957083872966e-05
Slovenia,Ireland,0.0008587376556462004
Ireland,South Africa,4.704501931613147e-05
South Africa,Ireland,0.0004710185082566776
Ireland,South Korea,2.767354077419498e-05
South Korea,Ireland,4.855217416635919e-05
Ireland,Spain,0.05728146204850619
Spain,Ireland,0.02339901199398605
Ireland,Sweden,0.005634332901626096
Sweden,Ireland,0.006514178576799157
Ireland,Switzerland,0.016172417228439546
Switzerland,Ireland,0.011048741891633847
Ireland,Taiwan,3.597560300645347e-05
Taiwan,Ireland,6.042689275621001e-05
Ireland,Thailand,3.3208248929033966e-05
Thailand,Ireland,0.00011330802787377487
Ireland,Turkey,0.0024767818992904506
Turkey,Ireland,0.004643994977221076
Ireland,Ukraine,0.0003625233841419542
Ukraine,Ireland,0.002401510568479715
Ireland,United Arab Emirates,0.008930251607832718
United Arab Emirates,Ireland,0.00836888445130253
Ireland,United Kingdom,0.4533230387761653
United Kingdom,Ireland,0.08694126869470013
Ireland,United States,0.08173103532250746
United States,Ireland,0.023860286365446785
Isle of Man,Gibraltar,0.00022818026240730178
Gibraltar,Isle of Man,0.004424778761061947
Isle of Man,Greece,0.0004563605248146036
Greece,Isle of Man,1.9386983579224907e-05
Isle of Man,Israel,0.0009127210496292072
Israel,Isle of Man,6.740929237095337e-05
Isle of Man,Italy,0.0018254420992584142
Italy,Isle of Man,1.5985085914841454e-05
Isle of Man,Jersey,0.002281802624073018
Jersey,Isle of Man,0.0012890750886239124
Isle of Man,Latvia,0.00022818026240730178
Latvia,Isle of Man,2.4340968283718326e-05
Isle of Man,Luxembourg,0.0005704506560182544
Luxembourg,Isle of Man,6.71167966495295e-05
Isle of Man,Malta,0.00125499144324016
Malta,Isle of Man,0.00020049211701449006
Isle of Man,Netherlands,0.002167712492869367
Netherlands,Isle of Man,3.109666480086676e-05
Isle of Man,Portugal,0.0025099828864803197
Portugal,Isle of Man,6.709771867756498e-05
Isle of Man,Russia,0.0004563605248146036
Russia,Isle of Man,1.1202034289426957e-05
Isle of Man,Spain,0.002395892755276669
Spain,Isle of Man,2.3739274934717e-05
Isle of Man,Sweden,0.0007986309184255562
Sweden,Isle of Man,2.2396488230645437e-05
Isle of Man,Switzerland,0.003308613804905876
Switzerland,Isle of Man,5.482777461625284e-05
Isle of Man,United Kingdom,0.7567598402738162
United Kingdom,Isle of Man,0.0035204072696702047
Isle of Man,United States,0.0014831717056474618
United States,Isle of Man,1.0502597777165579e-05
Israel,Argentina,1.6852323092738338e-05
Argentina,Israel,4.158955270436065e-05
Israel,Italy,0.08847469623687627
Italy,Israel,0.010490212631614704
Israel,Japan,0.0004213080773184584
Japan,Israel,0.00022425044289462468
Israel,Jersey,1.6852323092738338e-05
Jersey,Israel,0.00012890750886239123
Israel,Jordan,0.0062690641904986615
Jordan,Israel,0.13105513475427158
Israel,Kazakhstan,0.0002106540386592292
Kazakhstan,Israel,0.0011520206442099444
Israel,Kyrgyzstan,1.6852323092738338e-05
Kyrgyzstan,Israel,0.0006903693476009663
Israel,Latvia,0.006016279344107586
Latvia,Israel,0.008689725677287442
Israel,Lithuania,0.0026795193717453957
Lithuania,Israel,0.00858392269070885
Israel,Luxembourg,2.527848463910751e-05
Luxembourg,Israel,4.027007798971771e-05
Israel,Macau,5.0556969278215004e-05
Macau,Israel,0.000242512428761974
Israel,Malaysia,5.0556969278215004e-05
Malaysia,Israel,4.3642394221747e-05
Israel,Maldives,1.6852323092738338e-05
Maldives,Israel,0.0005125576627370578
Israel,Malta,0.003859181988237079
Malta,Israel,0.008347762690239674
Israel,Moldova,3.370464618547668e-05
Moldova,Israel,0.07142857142857144
Israel,Morocco,1.6852323092738338e-05
Morocco,Israel,8.496898631999323e-05
Israel,Netherlands,0.03761438514299197
Netherlands,Israel,0.007306079561635224
Israel,New Zealand,0.00011796626164916837
New Zealand,Israel,0.00020727536532283143
Israel,Norway,0.0017779200862838944
Norway,Israel,0.0012674423493936099
Israel,Palestine,1.6852323092738338e-05
Palestine,Israel,0.5
Israel,Philippines,0.0002949156541229209
Philippines,Israel,0.00035296134569034196
Israel,Poland,0.048593673637911
Poland,Israel,0.018303868981496173
Israel,Portugal,0.006294342675137769
Portugal,Israel,0.0022782725387336836
Israel,Qatar,0.0003623249464938743
Qatar,Israel,0.00028641462179948324
Israel,Romania,0.035524697079492414
Romania,Israel,0.03762673140082822
Israel,Russia,0.06472134683766158
Russia,Israel,0.02151070634427211
Israel,Saudi Arabia,0.000151670907834645
Saudi Arabia,Israel,0.0002297559481262126
Israel,Senegal,3.3704646185476676e-05
Senegal,Israel,0.0002732427078352347
Israel,Serbia,0.002915451895043732
Serbia,Israel,0.01327501534683855
Israel,Singapore,5.0556969278215004e-05
Singapore,Israel,8.968743927412963e-05
Israel,Slovakia,0.0014240213013363896
Slovakia,Israel,0.006927081198508014
Israel,Slovenia,0.001794772409376633
Slovenia,Israel,0.013065080046617192
Israel,South Africa,0.0032777768415376066
South Africa,Israel,0.010778011747755736
Israel,South Korea,0.0023424729098906294
South Korea,Israel,0.0013497504418247856
Israel,Spain,0.040386592291747424
Spain,Israel,0.005418206893433264
Israel,Sri Lanka,1.6852323092738338e-05
Sri Lanka,Israel,0.0001320393477256223
Israel,Sweden,0.0035305616879286817
Sweden,Israel,0.0013405897955200625
Israel,Switzerland,0.03258396669980958
Switzerland,Israel,0.007311000153139646
Israel,Taiwan,0.00022750636175196756
Taiwan,Israel,0.0001255020080321285
Israel,Thailand,0.0020981142250459228
Thailand,Israel,0.0023511415783808286
Israel,Turkey,0.05482903318222418
Turkey,Israel,0.033763659571818476
Israel,Ukraine,0.019708791856957484
Ukraine,Israel,0.04287887953949659
Israel,United Arab Emirates,0.001086974839481623
United Arab Emirates,Israel,0.00033454790648218986
Israel,United Kingdom,0.06548812753838117
United Kingdom,Israel,0.004124921649310543
Israel,United States,0.059202211024789786
United States,Israel,0.005676250152489643
Israel,Uzbekistan,0.0004550127235039351
Uzbekistan,Israel,0.015041782729805015
Israel,West Bank,0.0001853755540201217
West Bank,Israel,0.7857142857142856
Italy,Bahamas,3.996271478710364e-06
Bahamas,Italy,0.0016413623307345098
Italy,Bosnia and Herzegovina,1.998135739355182e-06
Bosnia and Herzegovina,Italy,0.008733624454148473
Italy,Japan,0.0010270417700285633
Japan,Italy,0.004610589105913483
Italy,Jersey,6.394034365936582e-05
Jersey,Italy,0.0041250402835965195
Italy,Jordan,0.00034367934716909127
Jordan,Italy,0.06059538488638364
Italy,Kazakhstan,8.292263318324004e-05
Kazakhstan,Italy,0.0038247085387770156
Italy,Kuwait,8.991610827098318e-06
Kuwait,Italy,0.024590163934426233
Italy,Kyrgyzstan,1.998135739355182e-06
Kyrgyzstan,Italy,0.0006903693476009663
Italy,Latvia,0.0030901169209127887
Latvia,Italy,0.037643307450770394
Italy,Lebanon,0.0018153063192041822
Lebanon,Italy,0.06589540871835788
Italy,Libya,4.995339348387955e-06
Libya,Italy,0.010460251046025108
Italy,Lithuania,0.0023877722085294422
Lithuania,Italy,0.06451438751822061
Italy,Luxembourg,0.00926835262699901
Luxembourg,Italy,0.12452850450353706
Italy,Macau,3.197017182968291e-05
Macau,Italy,0.0012933996200638613
Italy,Macedonia,0.000241774424461977
Macedonia,Italy,0.06022896963663514
Italy,Malaysia,0.00021180238837164927
Malaysia,Italy,0.0015420312625017277
Italy,Maldives,0.00018682569162970948
Maldives,Italy,0.04792414146591491
Italy,Mali,3.496737543871568e-05
Mali,Italy,0.04441624365482233
Italy,Malta,0.011203547090564505
Malta,Italy,0.20439260001822648
Italy,Martinique,3.996271478710364e-06
Martinique,Italy,0.0029784065524944155
Italy,Mauritania,9.990678696775908e-06
Mauritania,Italy,0.04166666666666666
Italy,Mexico,0.00024377256020133214
Mexico,Italy,0.0038209777944815055
Italy,Moldova,7.992542957420727e-06
Moldova,Italy,0.14285714285714288
Italy,Morocco,0.001535567315694457
Morocco,Italy,0.06529866598691479
Italy,Nepal,1.2987882305808683e-05
Nepal,Italy,0.0015457788347205713
Italy,Netherlands,0.04648163263674992
Netherlands,Italy,0.07614591209791191
Italy,New Zealand,6.693754726839858e-05
New Zealand,Italy,0.0009919606769021219
Italy,Norway,0.0036475967921928837
Norway,Italy,0.02193095742955483
Italy,Philippines,0.0005744640250646148
Philippines,Italy,0.005798650679198476
Italy,Poland,0.02026609173640993
Poland,Italy,0.06438251817056526
Italy,Portugal,0.019415884979314298
Portugal,Italy,0.059271684762718074
Italy,Qatar,0.007934597020979428
Qatar,Italy,0.05290011456584875
Italy,Reunion,9.990678696775908e-06
Reunion,Italy,0.029411764705882353
Italy,Romania,0.017373790253693303
Romania,Italy,0.1552013422818792
Italy,Russia,0.037167322887745734
Russia,Italy,0.10418451990881539
Italy,Saint Vincent and the Grenadines,5.9944072180655445e-06
Saint Vincent and the Grenadines,Italy,0.0024242424242424234
Italy,Saudi Arabia,0.001543559858651878
Saudi Arabia,Italy,0.019720718880833255
Italy,Senegal,0.0009101508292762853
Senegal,Italy,0.06223102670947471
Italy,Serbia,0.0016324768990531831
Serbia,Italy,0.06269183548189072
Italy,Singapore,0.0004016252836103915
Singapore,Italy,0.006009058431366686
Italy,Slovakia,0.002289863557301038
Slovakia,Italy,0.09394597696438087
Italy,Slovenia,0.0009521116798027441
Slovenia,Italy,0.05845549898791636
Italy,South Africa,0.0006713736084233411
South Africa,Italy,0.01861908456167572
Italy,South Korea,0.0029912092018147063
South Korea,Italy,0.014536520945407937
Italy,Spain,0.09373654380463027
Spain,Italy,0.10606255864166128
Italy,Sri Lanka,8.991610827098317e-05
Sri Lanka,Italy,0.005941770647653004
Italy,Sweden,0.00890369285456669
Sweden,Italy,0.028513929015930303
Italy,Switzerland,0.035796601770548074
Switzerland,Italy,0.06774066084483928
Italy,Taiwan,0.0005774612286736474
Taiwan,Italy,0.0026866726163914914
Italy,Thailand,0.0006623819975962427
Thailand,Italy,0.006260268540026062
Italy,Tunisia,0.0016294796954441507
Tunisia,Italy,0.12102997922232127
Italy,Turkey,0.010478223817178571
Turkey,Italy,0.05442035678334597
Italy,Ukraine,0.0044588399023710885
Ukraine,Italy,0.08181634860400741
Italy,United Arab Emirates,0.012152661566758215
United Arab Emirates,Italy,0.03154605220503377
Italy,United Kingdom,0.150655438475902
United Kingdom,Italy,0.08003367023024097
Italy,United States,0.02986713396401158
United States,Italy,0.024151935426797302
Italy,Uruguay,5.994407218065545e-06
Uruguay,Italy,0.0009195402298850578
Italy,Uzbekistan,6.094314005033304e-05
Uzbekistan,Italy,0.016991643454038998
Italy,Venezuela,1.998135739355182e-06
Venezuela,Italy,0.004310344827586208
Italy,West Bank,1.998135739355182e-06
West Bank,Italy,0.07142857142857141
Japan,Belarus,2.691005314735496e-05
Belarus,Japan,0.003821656050955414
Japan,Croatia,8.07301594420649e-05
Croatia,Japan,0.0004120501785550775
Japan,Cyprus,8.970017715784987e-06
Cyprus,Japan,8.294625082946248e-05
Japan,Kazakhstan,0.00012558024802098981
Kazakhstan,Japan,0.0012902631215151376
Japan,Latvia,1.7940035431569975e-05
Latvia,Japan,4.868193656743665e-05
Japan,Lithuania,8.970017715784987e-06
Lithuania,Japan,5.3986935161690884e-05
Japan,Luxembourg,8.970017715784988e-05
Luxembourg,Japan,0.0002684671865981181
Japan,Macau,0.007413719642096292
Macau,Japan,0.06681217412392383
Japan,Malaysia,0.020388850267979274
Malaysia,Japan,0.033066387355343646
Japan,Maldives,0.00017043033659991478
Maldives,Japan,0.0097385955920041
Japan,Nepal,0.00024219047832619466
Nepal,Japan,0.006420927467300834
Japan,Netherlands,0.008297266387101113
Netherlands,Japan,0.0030278331516633426
Japan,New Caledonia,0.00025116049604197974
New Caledonia,Japan,0.09773123909249566
Japan,New Zealand,0.0020406790303410843
New Zealand,Japan,0.00673644937299202
Japan,Norway,0.00026461552261565713
Norway,Japan,0.0003544033109678815
Japan,Philippines,0.04257618908797345
Philippines,Japan,0.09573320156109763
Japan,Poland,0.00047092593007871193
Poland,Japan,0.00033325927571650743
Japan,Portugal,1.7940035431569978e-05
Portugal,Japan,1.2199585214102726e-05
Japan,Qatar,0.0036687372457560596
Qatar,Japan,0.005448538619348308
Japan,Russia,0.0036911622900455223
Russia,Japan,0.002304818555049596
Japan,Saudi Arabia,0.00016594532774202227
Saudi Arabia,Japan,0.0004722761155927704
Japan,Singapore,0.01312762092705133
Singapore,Japan,0.04375252245922957
Japan,Slovakia,1.7940035431569978e-05
Slovakia,Japan,0.00016395458458007134
Japan,Slovenia,1.3455026573677484e-05
Slovenia,Japan,0.00018401521192418582
Japan,South Africa,0.0005382010629470993
South Africa,Japan,0.003324836528870665
Japan,South Korea,0.26112618572421675
South Korea,Japan,0.28268046843137645
Japan,Spain,0.0009867019487363488
Spain,Japan,0.0002486971659827495
Japan,Sri Lanka,8.97001771578499e-05
Sri Lanka,Japan,0.0013203934772562233
Japan,Sweden,0.000717601417262799
Sweden,Japan,0.0005119197309861813
Japan,Switzerland,0.0013724127105151033
Switzerland,Japan,0.0005785275528473575
Japan,Taiwan,0.22498598434731912
Taiwan,Japan,0.23317343447865535
Japan,Thailand,0.03533289978247706
Thailand,Japan,0.07438672029913321
Japan,Turkey,0.0003632857174892921
Turkey,Japan,0.0004202945174915164
Japan,Ukraine,2.691005314735496e-05
Ukraine,Japan,0.00010999285046471977
Japan,United Arab Emirates,0.011194582109299665
United Arab Emirates,Japan,0.006473112981236789
Japan,United Kingdom,0.01946493844325342
United Kingdom,Japan,0.002303417390376706
Japan,United States,0.09560693382369431
United States,Japan,0.017221836678141433
Japan,Uzbekistan,1.3455026573677484e-05
Uzbekistan,Japan,0.0008356545961002787
Japan,Vietnam,0.0001435202834525598
Vietnam,Japan,0.11940298507462686
Jersey,Barbados,0.00012890750886239123
Barbados,Jersey,0.00027483853236223726
Jersey,Latvia,0.00012890750886239123
Latvia,Jersey,2.4340968283718326e-05
Jersey,Lithuania,0.0002578150177247825
Lithuania,Jersey,0.00010797387032338178
Jersey,Luxembourg,0.0014824363519174997
Luxembourg,Jersey,0.00030873726458783586
Jersey,Malta,0.0002578150177247825
Malta,Jersey,7.290622436890548e-05
Jersey,Morocco,0.00012890750886239123
Morocco,Jersey,8.496898631999323e-05
Jersey,Netherlands,0.006380921688688366
Netherlands,Jersey,0.0001620299902782005
Jersey,Norway,0.00025781501772478247
Norway,Jersey,2.402734311646654e-05
Jersey,Poland,0.00032226877215597806
Poland,Jersey,1.5869489319833686e-05
Jersey,Portugal,0.006316467934257171
Portugal,Jersey,0.0002988898377455167
Jersey,Romania,0.00012890750886239123
Romania,Jersey,1.784949307439669e-05
Jersey,Russia,0.0002578150177247825
Russia,Jersey,1.1202034289426957e-05
Jersey,Saint Lucia,0.00019336126329358688
Saint Lucia,Jersey,0.0013198416190057193
Jersey,Saint Vincent and the Grenadines,0.00038672252658717365
Saint Vincent and the Grenadines,Jersey,0.0024242424242424234
Jersey,Slovenia,0.00012890750886239123
Slovenia,Jersey,0.0001226768079494572
Jersey,Spain,0.008056719303899453
Spain,Jersey,0.00014130520794474401
Jersey,Sweden,0.0007734450531743475
Sweden,Jersey,3.8393979823963606e-05
Jersey,Switzerland,0.00986142442797293
Switzerland,Jersey,0.00028926377642367877
Jersey,Turkey,0.00012890750886239123
Turkey,Jersey,1.0377642407197935e-05
Jersey,United Kingdom,0.8538188849500483
United Kingdom,Jersey,0.007030730453990834
Jersey,United States,0.0011601675797615213
United States,Jersey,1.45420584606908e-05
Jordan,Australia,0.00035229874933943975
Australia,Jordan,1.1059438954661833e-05
Jordan,Egypt,0.0014091949973577592
Egypt,Jordan,0.007547169811320755
Jordan,India,0.0007045974986788796
India,Jordan,1.9387359441644054e-05
Jordan,Iran,0.00035229874933943975
Iran,Jordan,0.001806684733514002
